H2M,126367225698320384
H2M,981069379980623882
H2M,92544338428428288
H2M,141381716148224000
H2M,379665800849784842
H2M,259136594185814017
H2M,528791966503403541
H2M,338943892265369600
H2M,163240793182699520
H2M,297310036852604928
VER,251483275250368513
VER,449961075115425812
VER,331466704909500418
VER,215315737693257729
VER,1131648166492651580
VER,235772853226700800
VER,185899841723826176
VER,272623499108024321
VER,204643442029101056
VER,436261381327683599
VER,171482155816452097
VER,261568861747413003
VER,198377314638102528
VER,143518010852769793
VER,103297492812054528
VER,163734060236013569
VER,216444185094520832
VER,146393166948466689
VER,157304240337977346
VER,571987320056578049
VER,131949744183312384
VER,234575988497842176
VER,579352273746919607
VER,106441236088377344
VER,724729380747739237
VER,180059859939491840
VER,140250599542226944
VER,248271111450656768
VER,488779415577296906
VER,237393674223353856
VER,597256855764336650
VER,100802346988077056
VER,248204066923085844
VER,161171593102360576
VER,548189592097128448
VER,107171662138482688
VER,644601420904923156
VER,872585418774835310
VER,398914074764640258
VER,417214615924244502
VER,111901587101749248
VER,169201894307266561
SM2,275460104374190080
SM2,182073488599678976
SM2,248126414870544385
SM2,115117327678308359
SM2,122485335111368704
SM2,236530416838770689
SM2,98024066383892480
SM2,358678791800750080
SM2,1117573773860819056
